PID,audiofile_name,true_generation_method,generation_method,Rater1,Rater2,Rater3
P931,LJ_Audio/LJ007-0052_gen-full.wav,computer,human,Bad Response,Bad Response,
P931,LJ_Audio/LJ038-0071.wav,human,human,Prosody,Prosody,Prosody
P931,LJ_Audio/LJ028-0137_gen-parallel.wav,computer,human,Bad Response,Bad Response,
P931,LJ_Audio/LJ043-0049.wav,human,human,Bad Response,Bad Response,
P931,LJ_Audio/LJ044-0222_gen-band.wav,computer,human,Bad Response,Bad Response,
P931,LJ_Audio/LJ011-0236_generated-hifi.wav,computer,human,Prosody,Prosody,Prosody
P931,LJ_Audio/LJ006-0193.wav,human,human,Bad Response,Bad Response,
P935,LJ_Audio/LJ010-0141.wav,human,human,Human-Like,Human-Like,
P935,LJ_Audio/LJ028-0116.wav,human,human,Bad Response,Bad Response,Bad Response
P935,LJ_Audio/LJ045-0111_gen-mel.wav,computer,human,Quality,Quality,
P935,LJ_Audio/LJ006-0179.wav,human,human,Human-Like,Human-Like,
P935,LJ_Audio/LJ017-0018.wav,human,human,Human-Like,Human-Like,
P935,LJ_Audio/LJ030-0129_gen-mel.wav,computer,computer,Robotic,Quality,
P935,LJ_Audio/LJ005-0173.wav,human,human,Prosody,Prosody,Prosody
P935,LJ_Audio/LJ050-0268.wav,human,human,Human-Like,Human-Like,
P935,LJ_Audio/LJ034-0206.wav,human,human,Human-Like,Human-Like,
P935,LJ_Audio/LJ033-0113.wav,human,human,Human-Like,Human-Like,
P935,LJ_Audio/LJ033-0002_gen-mel.wav,computer,computer,Quality,Quality,
P935,LJ_Audio/LJ030-0011.wav,human,human,Human-Like,Human-Like,Human-Like
P935,LJ_Audio/LJ046-0132_gen-mel.wav,computer,computer,Prosody,Prosody,
P935,LJ_Audio/LJ016-0031.wav,human,computer,No Reason,No Reason,
P935,LJ_Audio/LJ014-0054.wav,human,human,Prosody,Prosody,Prosody
P935,LJ_Audio/LJ021-0055.wav,human,human,Human-Like,Human-Like,
P935,LJ_Audio/LJ043-0005.wav,human,human,Human-Like,Human-Like,
P935,LJ_Audio/gen_168-fast.wav,computer,computer,Robotic,Robotic,
P935,LJ_Audio/LJ013-0094.wav,human,human,Human-Like,Human-Like,
P935,LJ_Audio/LJ013-0202_gen-band.wav,computer,computer,Quality,Quality,
P941,LJ_Audio/LJ031-0055.wav,human,human,Prosody,Prosody,Prosody
P941,LJ_Audio/LJ047-0140.wav,human,computer,Quality,Quality,
P941,LJ_Audio/LJ040-0016.wav,human,human,Human-Like,Human-Like,
P941,LJ_Audio/LJ016-0100_gen-full.wav,computer,human,Human-Like,Human-Like,
P941,LJ_Audio/LJ016-0394.wav,human,human,Liveliness,Liveliness,
P941,LJ_Audio/LJ001-0170-glow.wav,computer,computer,Robotic,Quality,
P941,LJ_Audio/LJ030-0037.wav,human,computer,Liveliness,Liveliness,
P941,LJ_Audio/LJ013-0051.wav,human,human,Liveliness,Liveliness,
P941,LJ_Audio/LJ046-0104_generated-hifi.wav,computer,human,Human-Like,Human-Like,Human-Like
P941,LJ_Audio/LJ022-0151.wav,human,human,Human-Like,Human-Like,
P941,LJ_Audio/LJ003-0313_generated-hifi.wav,computer,human,Prosody,Prosody,
P941,LJ_Audio/LJ046-0024.wav,human,human,Human-Like,Human-Like,
P941,LJ_Audio/LJ050-0011.wav,human,computer,Quality,No Reason,
P941,LJ_Audio/LJ012-0083.wav,human,computer,Liveliness,Liveliness,
P941,LJ_Audio/LJ031-0080_gen-parallel.wav,computer,computer,Liveliness,Liveliness,
P941,LJ_Audio/LJ003-0298-glow.wav,computer,computer,Prosody,Prosody,
P941,LJ_Audio/LJ027-0157_gen-band.wav,computer,computer,Speaking Style,Speaking Style,
P941,LJ_Audio/LJ035-0186.wav,human,human,Human-Like,Human-Like,Human-Like
P941,LJ_Audio/LJ047-0180.wav,human,human,No Reason,No Reason,
P941,LJ_Audio/LJ039-0118.wav,human,human,Disfluency,Disfluency,Disfluency
P945,LJ_Audio/LJ014-0336_gen-full.wav,computer,computer,Speaking Style,Robotic,
P945,LJ_Audio/LJ047-0123_gen-band.wav,computer,human,Speaking Style,Human-Like,
P945,LJ_Audio/LJ031-0076_gen-parallel.wav,computer,computer,No Reason,Bad Response,
P945,LJ_Audio/LJ031-0175_gen-mel.wav,computer,human,Quality,Quality,
P945,LJ_Audio/LJ047-0053_gen-large-mel.wav,computer,human,Human-Like,Human-Like,Human-Like
P945,LJ_Audio/LJ019-0328.wav,human,human,Human-Like,Human-Like,Human-Like
P945,LJ_Audio/LJ028-0294.wav,human,human,Quality,Quality,Quality
P945,LJ_Audio/LJ015-0144.wav,human,human,Human-Like,Human-Like,
P945,LJ_Audio/LJ008-0045_gen-parallel.wav,computer,human,Quality,Quality,Quality
P945,LJ_Audio/LJ012-0067.wav,human,human,Quality,Bad Response,
P945,LJ_Audio/LJ045-0135_gen-large-mel.wav,computer,computer,Robotic,Quality,
P945,LJ_Audio/LJ010-0208.wav,human,human,Quality,Quality,Quality
P945,LJ_Audio/LJ019-0066.wav,human,human,No Reason,Quality,
P945,LJ_Audio/LJ046-0218.wav,human,human,Quality,Quality,
P945,LJ_Audio/LJ016-0409.wav,human,human,No Reason,Quality,
P945,LJ_Audio/LJ007-0124_gen-full.wav,computer,human,No Reason,Quality,
P945,LJ_Audio/LJ038-0055.wav,human,human,Human-Like,Human-Like,
P945,LJ_Audio/LJ008-0046-glow.wav,computer,human,No Reason,Quality,
P945,LJ_Audio/LJ041-0017.wav,human,human,Speaking Style,Speaking Style,
P945,LJ_Audio/LJ005-0079_generated-hifi.wav,computer,human,No Reason,Quality,
P947,LJ_Audio/LJ008-0062.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P947,LJ_Audio/gen_14084-fast.wav,computer,computer,Robotic,Quality,
P947,LJ_Audio/LJ018-0193_gen-full.wav,computer,computer,Speaking Style,Speaking Style,
P947,LJ_Audio/LJ032-0260.wav,human,human,Quality,Quality,
P947,LJ_Audio/LJ022-0097.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P947,LJ_Audio/LJ010-0088.wav,human,human,Speaking Style,Speaking Style,
P947,LJ_Audio/LJ020-0086.wav,human,human,Speaking Style,Speaking Style,
P947,LJ_Audio/LJ016-0144_gen-band.wav,computer,computer,Quality,Quality,
P947,LJ_Audio/LJ004-0135.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P947,LJ_Audio/LJ004-0056.wav,human,human,Quality,Quality,
P947,LJ_Audio/gen_496-fast.wav,computer,computer,Robotic,Quality,
P947,LJ_Audio/LJ003-0015_gen-mel.wav,computer,computer,Robotic,Robotic,
P947,LJ_Audio/LJ038-0154.wav,human,computer,Speaking Style,Speaking Style,
P947,LJ_Audio/LJ039-0114-glow.wav,computer,computer,Robotic,Robotic,
P947,LJ_Audio/LJ033-0019.wav,human,human,Human-Like,Human-Like,
P947,LJ_Audio/LJ036-0173.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P947,LJ_Audio/LJ016-0339_gen-full.wav,computer,human,Robotic,Quality,
P947,LJ_Audio/LJ028-0235.wav,human,human,Quality,Quality,
P947,LJ_Audio/LJ047-0240_generated-hifi.wav,computer,human,Quality,Quality,
P947,LJ_Audio/LJ013-0002_gen-parallel.wav,computer,human,Robotic,Speaking Style,
P951,LJ_Audio/LJ019-0187.wav,human,human,Prosody,Prosody,Prosody
P951,LJ_Audio/LJ003-0088.wav,human,human,Prosody,Prosody,Prosody
P951,LJ_Audio/gen_10076-fast.wav,computer,computer,Speaking Style,Robotic,
P951,LJ_Audio/LJ007-0177.wav,human,human,Human-Like,Human-Like,
P951,LJ_Audio/gen_7666-fast.wav,computer,computer,Prosody,Prosody,
P951,LJ_Audio/LJ033-0100.wav,human,human,Speaking Style,Prosody,
P951,LJ_Audio/LJ027-0076.wav,human,human,Prosody,Prosody,Prosody
P951,LJ_Audio/gen_8540-fast.wav,computer,computer,Robotic,Robotic,
P951,LJ_Audio/LJ004-0222_gen-large-mel.wav,computer,computer,Robotic,Robotic,
P951,LJ_Audio/LJ025-0173.wav,human,computer,Prosody,Prosody,
P951,LJ_Audio/LJ011-0120.wav,human,human,Robotic,Robotic,
P951,LJ_Audio/LJ028-0130-glow.wav,computer,human,Prosody,Prosody,Prosody
P951,LJ_Audio/LJ018-0064.wav,human,human,Prosody,Prosody,Prosody
P951,LJ_Audio/LJ014-0103.wav,human,human,Prosody,Prosody,Prosody
P951,LJ_Audio/LJ012-0181.wav,human,computer,Robotic,Robotic,
P951,LJ_Audio/LJ010-0111.wav,human,human,Prosody,Prosody,Prosody
P951,LJ_Audio/LJ010-0271.wav,human,human,Human-Like,Human-Like,Human-Like
P951,LJ_Audio/LJ050-0216.wav,human,computer,Speaking Style,Speaking Style,
P951,LJ_Audio/LJ048-0219_generated-hifi.wav,computer,computer,Robotic,Robotic,
P951,LJ_Audio/LJ050-0124.wav,human,human,No Reason,Robotic,
P954,LJ_Audio/LJ048-0262.wav,human,human,Prosody,Prosody,Prosody
P954,LJ_Audio/LJ032-0039.wav,human,human,No Reason,No Reason,
P954,LJ_Audio/LJ008-0190.wav,human,computer,Speaking Style,Speaking Style,
P954,LJ_Audio/LJ021-0024.wav,human,computer,Speaking Style,Speaking Style,
P954,LJ_Audio/LJ002-0318.wav,human,human,Human-Like,Human-Like,
P954,LJ_Audio/LJ001-0184_gen-parallel.wav,computer,human,Speaking Style,Speaking Style,Speaking Style
P954,LJ_Audio/LJ001-0066_gen-large-mel.wav,computer,computer,Disfluency,Disfluency,
P954,LJ_Audio/LJ045-0001.wav,human,computer,Disfluency,Disfluency,
P954,LJ_Audio/LJ040-0229.wav,human,human,Disfluency,Disfluency,
P954,LJ_Audio/gen_10551-fast.wav,computer,computer,Robotic,Robotic,
P954,LJ_Audio/LJ009-0224-glow.wav,computer,human,Human-Like,Human-Like,
P954,LJ_Audio/LJ049-0221-glow.wav,computer,human,Human-Like,Human-Like,
P954,LJ_Audio/LJ038-0229_gen-band.wav,computer,computer,Robotic,Robotic,
P954,LJ_Audio/LJ027-0130.wav,human,human,Prosody,Prosody,
P954,LJ_Audio/LJ035-0092_gen-parallel.wav,computer,computer,Robotic,Robotic,
P954,LJ_Audio/LJ038-0019_gen-mel.wav,computer,human,Prosody,Prosody,Prosody
P954,LJ_Audio/LJ005-0280_generated-hifi.wav,computer,human,Human-Like,Human-Like,
P954,LJ_Audio/LJ036-0031-glow.wav,computer,human,Human-Like,Human-Like,
P954,LJ_Audio/LJ016-0055.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P954,LJ_Audio/LJ044-0004.wav,human,computer,Speaking Style,Speaking Style,
P958,LJ_Audio/LJ002-0215.wav,human,human,Prosody,Prosody,
P958,LJ_Audio/LJ045-0119.wav,human,human,Prosody,Prosody,Prosody
P958,LJ_Audio/LJ009-0270.wav,human,human,Prosody,Prosody,
P958,LJ_Audio/LJ045-0112.wav,human,human,Human-Like,Human-Like,
P958,LJ_Audio/LJ029-0161_gen-full.wav,computer,human,Human-Like,Human-Like,
P958,LJ_Audio/LJ004-0242_gen-full.wav,computer,human,Prosody,Prosody,
P958,LJ_Audio/LJ045-0097.wav,human,human,Prosody,Prosody,
P958,LJ_Audio/gen_820-fast.wav,computer,human,Bad Response,Human-Like,
P958,LJ_Audio/gen_6479-fast.wav,computer,human,Bad Response,Human-Like,
P958,LJ_Audio/LJ009-0218_gen-band.wav,computer,human,Prosody,Prosody,
P958,LJ_Audio/LJ019-0347_generated-hifi.wav,computer,human,Bad Response,Bad Response,
P958,LJ_Audio/LJ036-0151_gen-full.wav,computer,human,Bad Response,Bad Response,
P958,LJ_Audio/LJ035-0094.wav,human,human,Prosody,Prosody,
P958,LJ_Audio/LJ038-0083_gen-band.wav,computer,human,Robotic,Bad Response,
P958,LJ_Audio/LJ035-0210.wav,human,human,Bad Response,Bad Response,
P958,LJ_Audio/LJ016-0200.wav,human,human,Robotic,Bad Response,
P958,LJ_Audio/LJ003-0113.wav,human,human,Prosody,Prosody,
P958,LJ_Audio/LJ032-0185.wav,human,human,Human-Like,Human-Like,Human-Like
P958,LJ_Audio/LJ040-0046_generated-hifi.wav,computer,human,Bad Response,Bad Response,
P958,LJ_Audio/LJ003-0306_generated-hifi.wav,computer,human,Bad Response,Bad Response,
P963,LJ_Audio/LJ003-0098.wav,human,computer,Robotic,Bad Response,
P963,LJ_Audio/LJ010-0303_gen-large-mel.wav,computer,computer,Robotic,Robotic,
P963,LJ_Audio/LJ028-0324.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P963,LJ_Audio/LJ025-0047-glow.wav,computer,human,Speaking Style,Speaking Style,
P963,LJ_Audio/LJ007-0171_gen-parallel.wav,computer,computer,No Reason,No Reason,
P963,LJ_Audio/LJ015-0022.wav,human,human,Prosody,Prosody,Prosody
P963,LJ_Audio/LJ034-0152.wav,human,computer,Robotic,Robotic,
P963,LJ_Audio/gen_6749-fast.wav,computer,computer,Robotic,Robotic,
P963,LJ_Audio/LJ026-0066_gen-band.wav,computer,computer,Robotic,Quality,
P963,LJ_Audio/LJ017-0101_gen-band.wav,computer,human,Prosody,Prosody,Prosody
P963,LJ_Audio/LJ048-0239.wav,human,computer,Robotic,Robotic,
P963,LJ_Audio/LJ035-0067-glow.wav,computer,computer,Speaking Style,Speaking Style,
P963,LJ_Audio/LJ016-0116.wav,human,human,No Reason,No Reason,
P963,LJ_Audio/LJ028-0464.wav,human,human,Human-Like,Human-Like,Human-Like
P963,LJ_Audio/gen_12486-fast.wav,computer,computer,Robotic,Quality,
P963,LJ_Audio/LJ003-0002_gen-parallel.wav,computer,human,No Reason,No Reason,
P963,LJ_Audio/LJ028-0068.wav,human,computer,Robotic,Robotic,
P963,LJ_Audio/LJ040-0039_gen-mel.wav,computer,human,Human-Like,Human-Like,Human-Like
P963,LJ_Audio/LJ040-0106.wav,human,computer,Robotic,Robotic,
P963,LJ_Audio/LJ039-0020_gen-full.wav,computer,human,Speaking Style,Speaking Style,Speaking Style
P966,LJ_Audio/LJ023-0053.wav,human,human,Human-Like,Human-Like,
P966,LJ_Audio/LJ048-0154_gen-band.wav,computer,human,Bad Response,Bad Response,
P966,LJ_Audio/LJ037-0106.wav,human,human,Bad Response,Bad Response,
P966,LJ_Audio/LJ028-0259_gen-band.wav,computer,computer,Robotic,Robotic,
P966,LJ_Audio/LJ008-0297_gen-parallel.wav,computer,computer,Bad Response,Bad Response,
P966,LJ_Audio/LJ036-0006_gen-large-mel.wav,computer,computer,Bad Response,Bad Response,
P966,LJ_Audio/LJ006-0153.wav,human,human,Bad Response,Bad Response,
P966,LJ_Audio/LJ048-0250.wav,human,computer,Bad Response,Bad Response,
P966,LJ_Audio/LJ016-0346_generated-hifi.wav,computer,human,Bad Response,Bad Response,
P966,LJ_Audio/LJ022-0020_gen-large-mel.wav,computer,computer,Bad Response,Bad Response,
P966,LJ_Audio/LJ038-0144.wav,human,human,Bad Response,Bad Response,
P966,LJ_Audio/LJ003-0270.wav,human,human,Bad Response,Bad Response,
P966,LJ_Audio/LJ014-0043.wav,human,human,Bad Response,Bad Response,
P966,LJ_Audio/LJ006-0153-glow.wav,computer,computer,Bad Response,Bad Response,
P966,LJ_Audio/LJ002-0029.wav,human,human,Bad Response,Bad Response,
P966,LJ_Audio/LJ021-0046-glow.wav,computer,computer,Bad Response,Bad Response,
P966,LJ_Audio/LJ019-0209_gen-band.wav,computer,computer,Bad Response,Bad Response,
P966,LJ_Audio/LJ027-0172.wav,human,human,Bad Response,Bad Response,
P966,LJ_Audio/gen_2512-fast.wav,computer,computer,Bad Response,Bad Response,
P966,LJ_Audio/LJ017-0055_gen-parallel.wav,computer,computer,Bad Response,Bad Response,
P967,LJ_Audio/LJ019-0014-glow.wav,computer,computer,Robotic,Robotic,
P967,LJ_Audio/gen_2091-fast.wav,computer,computer,Robotic,Robotic,
P967,LJ_Audio/LJ019-0198.wav,human,human,Prosody,Prosody,Prosody
P967,LJ_Audio/LJ018-0363_gen-mel.wav,computer,computer,Prosody,Prosody,
P967,LJ_Audio/LJ046-0069.wav,human,human,Human-Like,Human-Like,Human-Like
P967,LJ_Audio/LJ011-0183.wav,human,human,Prosody,Prosody,Prosody
P967,LJ_Audio/LJ041-0127.wav,human,human,Speaking Style,Bad Response,
P967,LJ_Audio/LJ034-0098_gen-mel.wav,computer,computer,Robotic,Prosody,
P967,LJ_Audio/LJ049-0210_gen-full.wav,computer,human,No Reason,No Reason,
P967,LJ_Audio/LJ042-0028.wav,human,human,Prosody,Prosody,Prosody
P967,LJ_Audio/LJ007-0095_generated-hifi.wav,computer,computer,Robotic,Prosody,
P967,LJ_Audio/LJ017-0244.wav,human,human,Human-Like,Human-Like,
P967,LJ_Audio/LJ009-0030_gen-mel.wav,computer,computer,Robotic,Robotic,
P967,LJ_Audio/LJ047-0231.wav,human,computer,Prosody,Disfluency,
P967,LJ_Audio/LJ009-0077_gen-parallel.wav,computer,computer,Human-Like,Human-Like,Human-Like
P967,LJ_Audio/LJ005-0067_gen-parallel.wav,computer,computer,Prosody,Prosody,
P967,LJ_Audio/LJ018-0220.wav,human,human,Prosody,Prosody,Prosody
P967,LJ_Audio/LJ025-0153.wav,human,human,Prosody,Prosody,Prosody
P967,LJ_Audio/LJ030-0247_generated-hifi.wav,computer,computer,Robotic,Speaking Style,
P967,LJ_Audio/LJ045-0078.wav,human,human,Prosody,Speaking Style,
P968,LJ_Audio/LJ023-0107.wav,human,computer,Speaking Style,Prosody,
P968,LJ_Audio/LJ008-0307_gen-full.wav,computer,human,Quality,Quality,
P968,LJ_Audio/LJ043-0101.wav,human,human,Quality,Quality,
P968,LJ_Audio/LJ017-0025.wav,human,computer,Prosody,Prosody,
P968,LJ_Audio/LJ021-0064.wav,human,human,Quality,Disfluency,
P968,LJ_Audio/LJ015-0002.wav,human,human,Human-Like,Human-Like,Human-Like
P968,LJ_Audio/LJ031-0125.wav,human,human,No Reason,No Reason,
P968,LJ_Audio/LJ047-0133.wav,human,computer,Speaking Style,Speaking Style,
P968,LJ_Audio/LJ038-0069_gen-full.wav,computer,computer,Prosody,Prosody,
P968,LJ_Audio/LJ001-0144.wav,human,human,Human-Like,Human-Like,Human-Like
P968,LJ_Audio/LJ035-0106.wav,human,computer,Speed,Speaking Style,
P968,LJ_Audio/LJ035-0050_gen-mel.wav,computer,human,Human-Like,Human-Like,Human-Like
P968,LJ_Audio/LJ042-0159.wav,human,computer,Speaking Style,Prosody,
P968,LJ_Audio/gen_3810-fast.wav,computer,human,Human-Like,Human-Like,Human-Like
P968,LJ_Audio/LJ029-0006_gen-full.wav,computer,computer,Speaking Style,Prosody,
P968,LJ_Audio/LJ027-0139_generated-hifi.wav,computer,computer,Disfluency,Disfluency,
P968,LJ_Audio/LJ025-0090_gen-full.wav,computer,computer,Prosody,Prosody,
P968,LJ_Audio/LJ038-0051_gen-large-mel.wav,computer,computer,Robotic,Robotic,
P968,LJ_Audio/LJ007-0050_gen-parallel.wav,computer,computer,Quality,Quality,
P968,LJ_Audio/LJ003-0230.wav,human,computer,Speaking Style,Prosody,
P971,LJ_Audio/LJ023-0121_gen-large-mel.wav,computer,computer,Robotic,Robotic,
P971,LJ_Audio/LJ018-0069_gen-large-mel.wav,computer,human,Human-Like,Human-Like,
P971,LJ_Audio/LJ014-0023_gen-full.wav,computer,computer,Robotic,Robotic,
P971,LJ_Audio/LJ050-0077_generated-hifi.wav,computer,human,No Reason,No Reason,No Reason
P971,LJ_Audio/LJ044-0116.wav,human,human,Human-Like,Human-Like,
P971,LJ_Audio/LJ025-0075-glow.wav,computer,human,Robotic,No Reason,
P971,LJ_Audio/LJ027-0087_gen-parallel.wav,computer,computer,Speaking Style,Bad Response,
P971,LJ_Audio/LJ004-0105.wav,human,human,Human-Like,Human-Like,Human-Like
P971,LJ_Audio/LJ046-0184-glow.wav,computer,human,Human-Like,Human-Like,Human-Like
P971,LJ_Audio/gen_12936-fast.wav,computer,computer,No Reason,No Reason,
P971,LJ_Audio/LJ036-0010.wav,human,human,Speaking Style,Robotic,
P971,LJ_Audio/LJ009-0142_gen-mel.wav,computer,computer,Robotic,Robotic,
P971,LJ_Audio/LJ029-0213_gen-band.wav,computer,human,No Reason,No Reason,
P971,LJ_Audio/LJ026-0076_gen-parallel.wav,computer,human,Human-Like,Human-Like,
P971,LJ_Audio/LJ028-0325_gen-full.wav,computer,human,Robotic,Human-Like,
P971,LJ_Audio/LJ041-0053.wav,human,human,Human-Like,Human-Like,
P971,LJ_Audio/LJ038-0055_gen-band.wav,computer,computer,No Reason,No Reason,
P971,LJ_Audio/LJ037-0201-glow.wav,computer,human,Human-Like,Human-Like,
P971,LJ_Audio/LJ010-0262_gen-mel.wav,computer,human,Human-Like,Human-Like,Human-Like
P971,LJ_Audio/LJ011-0130.wav,human,computer,Robotic,No Reason,
P975,LJ_Audio/LJ025-0027.wav,human,human,Human-Like,Human-Like,Human-Like
P975,LJ_Audio/LJ035-0054.wav,human,computer,Prosody,Prosody,
P975,LJ_Audio/LJ013-0115_gen-mel.wav,computer,human,Prosody,Prosody,
P975,LJ_Audio/LJ011-0227.wav,human,computer,Speaking Style,Speaking Style,
P975,LJ_Audio/LJ019-0035.wav,human,human,Prosody,Prosody,Prosody
P975,LJ_Audio/LJ005-0136_gen-large-mel.wav,computer,computer,Robotic,Robotic,
P975,LJ_Audio/LJ017-0060-glow.wav,computer,human,Prosody,Prosody,
P975,LJ_Audio/LJ038-0178_gen-large-mel.wav,computer,human,Speaking Style,Prosody,
P975,LJ_Audio/LJ033-0094_gen-mel.wav,computer,computer,Robotic,Robotic,
P975,LJ_Audio/LJ035-0149_gen-mel.wav,computer,human,Prosody,Speaking Style,
P975,LJ_Audio/LJ025-0104.wav,human,human,Prosody,Prosody,
P975,LJ_Audio/LJ005-0243_gen-parallel.wav,computer,human,Speaking Style,Prosody,
P975,LJ_Audio/LJ038-0115.wav,human,human,Speaking Style,Speaking Style,
P975,LJ_Audio/LJ006-0187_gen-band.wav,computer,computer,Robotic,Robotic,
P975,LJ_Audio/LJ007-0058.wav,human,human,Prosody,Prosody,
P975,LJ_Audio/LJ039-0030_gen-large-mel.wav,computer,human,Human-Like,Human-Like,
P975,LJ_Audio/LJ038-0027_gen-full.wav,computer,computer,Speaking Style,Speaking Style,
P975,LJ_Audio/LJ018-0363.wav,human,human,Speaking Style,Speaking Style,
P975,LJ_Audio/LJ009-0154_gen-parallel.wav,computer,human,Prosody,Prosody,
P975,LJ_Audio/LJ010-0292_gen-full.wav,computer,computer,Speaking Style,Speaking Style,
P983,LJ_Audio/LJ038-0091-glow.wav,computer,human,Human-Like,Human-Like,
P983,LJ_Audio/LJ028-0150.wav,human,human,Quality,Quality,Quality
P983,LJ_Audio/LJ009-0061.wav,human,computer,Prosody,Prosody,
P983,LJ_Audio/LJ047-0202_gen-large-mel.wav,computer,computer,Disfluency,Disfluency,
P983,LJ_Audio/LJ008-0123-glow.wav,computer,human,Human-Like,Human-Like,Human-Like
P983,LJ_Audio/LJ045-0052_gen-large-mel.wav,computer,computer,Quality,Quality,
P983,LJ_Audio/LJ022-0149.wav,human,human,Disfluency,Disfluency,Disfluency
P983,LJ_Audio/LJ037-0123.wav,human,computer,Disfluency,Disfluency,
P983,LJ_Audio/LJ031-0088.wav,human,computer,Prosody,Prosody,
P983,LJ_Audio/LJ008-0153.wav,human,computer,Quality,Quality,
P983,LJ_Audio/LJ007-0172_gen-band.wav,computer,human,Prosody,Prosody,
P983,LJ_Audio/LJ013-0101.wav,human,computer,Quality,Quality,
P983,LJ_Audio/LJ012-0223.wav,human,human,Prosody,Prosody,
P983,LJ_Audio/LJ006-0133.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P983,LJ_Audio/LJ049-0158.wav,human,human,Disfluency,Disfluency,
P983,LJ_Audio/LJ014-0021-glow.wav,computer,computer,Speaking Style,Speaking Style,
P983,LJ_Audio/LJ019-0028.wav,human,human,Disfluency,Disfluency,Disfluency
P983,LJ_Audio/LJ005-0167_gen-full.wav,computer,computer,Disfluency,Disfluency,
P983,LJ_Audio/LJ003-0166.wav,human,computer,Robotic,Robotic,
P983,LJ_Audio/LJ039-0204.wav,human,computer,Robotic,Robotic,
P986,LJ_Audio/LJ019-0383.wav,human,human,Prosody,Prosody,Prosody
P986,LJ_Audio/LJ020-0010.wav,human,computer,Robotic,Robotic,
P986,LJ_Audio/LJ046-0036.wav,human,human,Prosody,Prosody,Prosody
P986,LJ_Audio/LJ048-0073.wav,human,human,Robotic,Robotic,
P986,LJ_Audio/LJ029-0053_gen-large-mel.wav,computer,computer,Robotic,Robotic,
P986,LJ_Audio/LJ024-0050_gen-parallel.wav,computer,computer,Quality,Quality,
P986,LJ_Audio/LJ043-0170.wav,human,computer,Quality,Quality,
P986,LJ_Audio/LJ002-0259_gen-parallel.wav,computer,human,Human-Like,Human-Like,
P986,LJ_Audio/LJ021-0023.wav,human,computer,Prosody,Prosody,
P986,LJ_Audio/gen_605-fast.wav,computer,computer,Robotic,Robotic,
P986,LJ_Audio/LJ026-0001.wav,human,human,Prosody,Prosody,Prosody
P986,LJ_Audio/LJ032-0051_gen-band.wav,computer,computer,Robotic,Robotic,
P986,LJ_Audio/LJ037-0094.wav,human,human,Quality,Quality,Quality
P986,LJ_Audio/LJ034-0181_gen-parallel.wav,computer,computer,Robotic,Robotic,
P986,LJ_Audio/LJ011-0214.wav,human,human,Prosody,Prosody,Prosody
P986,LJ_Audio/LJ032-0058_gen-band.wav,computer,computer,Robotic,Robotic,
P986,LJ_Audio/LJ020-0039.wav,human,human,Prosody,Prosody,
P986,LJ_Audio/LJ038-0298.wav,human,human,Prosody,Prosody,Prosody
P986,LJ_Audio/LJ028-0179-glow.wav,computer,computer,Speaking Style,Speaking Style,
P986,LJ_Audio/LJ017-0265_gen-parallel.wav,computer,human,Speaking Style,Speaking Style,Speaking Style
P988,LJ_Audio/LJ043-0129.wav,human,human,Prosody,Prosody,
P988,LJ_Audio/LJ018-0031_gen-full.wav,computer,human,Speaking Style,Speaking Style,
P988,LJ_Audio/LJ016-0368_gen-band.wav,computer,human,Speaking Style,Speaking Style,Speaking Style
P988,LJ_Audio/LJ027-0050_gen-parallel.wav,computer,computer,No Reason,No Reason,
P988,LJ_Audio/LJ008-0251.wav,human,human,Prosody,Prosody,Prosody
P988,LJ_Audio/LJ022-0191.wav,human,computer,Robotic,Robotic,
P988,LJ_Audio/LJ050-0016.wav,human,computer,Speaking Style,Speaking Style,
P988,LJ_Audio/LJ028-0327_gen-band.wav,computer,human,Human-Like,Human-Like,
P988,LJ_Audio/LJ050-0186_generated-hifi.wav,computer,computer,Speaking Style,Speaking Style,
P988,LJ_Audio/LJ044-0170.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P988,LJ_Audio/gen_6769-fast.wav,computer,computer,Prosody,Prosody,
P988,LJ_Audio/gen_15256-fast.wav,computer,computer,Speaking Style,Robotic,
P988,LJ_Audio/LJ012-0222_gen-parallel.wav,computer,human,Speaking Style,Speaking Style,Speaking Style
P988,LJ_Audio/gen_14860-fast.wav,computer,computer,Quality,Quality,
P988,LJ_Audio/LJ010-0035_gen-full.wav,computer,human,Speaking Style,Speaking Style,
P988,LJ_Audio/LJ019-0381.wav,human,human,Speaking Style,Speaking Style,
P988,LJ_Audio/gen_9977-fast.wav,computer,computer,Robotic,Robotic,
P988,LJ_Audio/LJ033-0076_generated-hifi.wav,computer,computer,Robotic,Robotic,
P988,LJ_Audio/LJ023-0134_gen-large-mel.wav,computer,computer,Robotic,Robotic,
P988,LJ_Audio/LJ008-0185.wav,human,computer,Prosody,Prosody,
P989,LJ_Audio/LJ036-0217_gen-large-mel.wav,computer,human,Human-Like,Human-Like,Human-Like
